"puntoVenta,importe,cantidad,temperatura"
"1","64320","5795","29"
"19","656734","7084","1"
"21","25133","4216","5"
"9","801345","8780","15"
"19","331579","4466","16"
"18","349644","3037","32"
"15","936282","8465","8"
"8","319124","8508","16"
"7","51015","2158","47"
"9","975517","4306","17"
"9","780459","4925","4"
"1","965460","6392","-2"
"21","11785","9476","33"
"5","434089","5112","26"
"16","345549","5744","19"
"6","207329","2360","-13"
"18","951438","7310","22"
"2","948788","3707","1"
"11","396634","9335","43"
"8","923667","1065","12"
"19","707324","8587","49"
"10","816434","7780","-12"
"10","811520","1282","33"
"9","702579","5678","37"
"13","25264","5505","0"
"11","733526","5156","5"
"2","32853","2398","39"
"6","432353","6301","42"
"13","46358","2140","1"
"11","34642","1836","11"
"19","205745","6442","19"
"7","344087","4892","10"
"15","386151","8141","18"
"1","158810","9931","-14"
"18","674919","7675","1"
"18","128594","795","24"
"10","445618","975","43"
"22","106243","8407","48"
"19","979986","1101","-7"
"11","664995","9648","24"
"14","208869","3840","49"
"18","601086","6982","20"
"21","471250","5538","-3"
"4","813932","6105","-12"
"9","484442","3971","35"
"18","132263","2720","32"
"1","353283","8942","-1"
"23","92230","5393","34"
"16","334153","5966","19"
"12","591420","3260","-4"
"23","586685","911","9"
"22","18057","184","48"
"5","135186","2517","19"
"22","496483","1354","25"
"4","879539","4010","-14"
"13","295430","9851","21"
"17","124807","3719","10"
"18","252016","3442","20"
"12","689559","5530","-10"
"3","541054","7666","34"
"7","509129","4744","39"
"15","760400","537","13"
"17","461753","5453","28"
"16","89789","709","37"
"9","121849","4134","5"
"13","753473","6770","-4"
"22","217431","3411","30"
"16","827869","2824","6"
"2","692695","3407","0"
"21","717029","2759","23"
"2","55188","5125","-8"
"2","55059","5635","50"
"13","388854","9585","-3"
"18","358919","8023","-4"
"16","625553","6820","28"
"15","250509","2838","37"
"12","626086","5506","45"
"22","66723","2468","40"
"18","162169","7395","49"
"1","800289","7068","-15"
"18","704287","5085","-6"
"18","224308","403","7"
"13","776638","8963","6"
"16","710899","6554","32"
"10","642187","9526","-6"
"2","931436","8355","-4"
"11","952914","7263","48"
"7","56187","6976","20"
"22","837931","3975","-13"
"22","613369","2875","46"
"2","416822","8405","-12"
"9","169350","3210","4"
"8","824027","7312","34"
"20","143527","7629","-2"
"12","339596","2453","21"
"10","488241","3491","19"
"16","847737","214","2"
"7","633311","382","1"
"21","834192","946","8"
"15","637559","4530","3"
"21","37397","8515","-11"
"20","326100","5872","47"
"4","824323","5065","18"
"11","966500","8897","-9"
"1","877785","8883","33"
"20","504607","3541","-13"
"10","200820","2425","36"
"15","63558","6824","26"
"9","528588","240","6"
"13","415882","9262","32"
"6","230961","8180","0"
"18","568558","5572","18"
"19","118401","663","14"
"5","150366","1730","47"
"12","42414","9505","18"
"16","855416","3537","43"
"4","452199","965","-5"
"6","67611","4969","33"
"10","217432","6419","8"
"10","928663","6738","37"
"5","984334","1639","26"
"5","377157","2244","4"
"11","826310","2668","29"
"21","358459","3441","-5"
"11","46281","8569","-8"
"15","88620","372","25"
"20","506158","6350","-7"
"20","118707","2826","9"
"5","8236","4582","21"
"11","426506","2913","19"
"11","215836","2390","-4"
"14","969422","2271","29"
"4","405137","9377","-8"
"14","969224","807","12"
"10","794971","2141","-9"
"22","303090","2344","-8"
"2","376431","4835","41"
"12","344624","1305","18"
"11","264690","2830","32"
"18","453415","2243","4"
"1","826784","6203","46"
"18","165704","9854","11"
"10","882287","5952","45"
"4","365646","286","36"
"17","540406","308","40"
"15","307653","5659","2"
"5","436576","7376","17"
"7","570708","7925","27"
"2","232785","565","23"
"20","259132","923","17"
"1","901750","2579","3"
"2","811177","8701","5"
"16","246611","7222","1"
"14","18565","5982","28"
"2","142381","1566","32"
"14","84993","9366","5"
"8","261494","6772","-4"
"14","990341","5931","33"
"8","798585","6531","2"
"18","203455","3361","38"
"8","339134","7015","19"
"4","244156","8252","0"
"7","273118","6797","35"
"9","874980","8068","43"
"7","256609","3308","-2"
"15","130700","6705","48"
"5","232386","2040","3"
"20","275683","5916","17"
"7","785545","664","42"
"8","781053","7838","-14"
"23","976390","8539","20"
"16","586340","5062","25"
"16","345557","2218","9"
"9","912100","5444","24"
"7","614850","6911","29"
"5","478269","3505","28"
"14","632415","8840","-13"
"4","993054","2509","37"
"6","932742","2745","4"
"3","246515","6444","23"
"17","770955","9088","9"
"23","682132","4540","-9"
"7","841701","5500","50"
"2","584168","8075","46"
"11","381137","9999","7"
"16","273715","6811","9"
"21","790525","6126","3"
"11","675257","8256","-11"
"23","963544","5659","-1"
"20","133457","2561","25"
"22","80768","9864","49"
"2","644133","8541","39"
"11","909912","5476","16"
"22","82375","3893","9"
"16","712831","3157","49"
"6","577225","3129","-12"
"11","577157","7213","8"
"3","526701","5562","-15"
"12","856573","8166","4"
"1","634997","9239","30"
"19","409889","1133","-4"
"11","41396","9063","5"
"20","78402","2004","11"
"19","973442","4637","37"
"11","14534","9639","12"
"14","691076","5331","11"
"12","922701","7850","-14"
"15","380626","8374","41"
"4","397610","1058","-11"
"1","208870","6825","15"
"7","975599","5002","6"
"6","180032","6488","-3"
"1","605679","4602","17"
"21","61215","6255","14"
"17","534038","3073","13"
"11","79519","4015","47"
"19","225506","9335","-7"
"1","525623","5352","4"
"4","598774","8741","7"
"7","913013","1035","-6"
"14","224310","1919","3"
"23","191094","6881","30"
"16","775021","837","-13"
"21","179541","7112","-14"
"14","427210","6761","21"
"23","333441","3245","39"
"9","120154","7471","29"
"6","159608","3786","28"
"18","695714","9942","46"
"2","647949","7745","-8"
"17","661832","6810","41"
"22","592445","957","46"
"13","309272","7352","36"
"5","112353","5803","-14"
"16","146431","7663","8"
"16","464184","1975","-5"
"14","123581","1715","15"
"22","164889","7210","46"
"1","382196","4867","-2"
"6","204820","5924","-5"
"23","590763","1744","26"
"7","471043","7431","15"
"8","184778","4686","-3"
"8","878944","9901","10"
"16","599461","7317","13"
"13","142670","6318","-8"
"9","856628","9348","38"
"12","208885","6703","5"
"19","143206","1659","40"
"4","792498","6829","9"
"21","474512","8718","31"
"12","53234","5918","37"
"21","765817","1079","7"
"20","461560","8014","-4"
"14","992213","275","-11"
"16","922517","2648","12"
"22","275502","1718","47"
"3","588359","1803","33"
"16","418576","7166","23"
"19","541216","8123","27"
"1","727793","1629","18"
"10","765797","5030","17"
"23","194068","7307","12"
"16","789368","7785","50"
"19","275113","3371","8"
"12","35369","7856","-3"
"17","207483","66","-11"
"9","822055","2648","3"
"19","337600","6366","41"
"21","400412","6678","1"
"10","884361","1959","22"
"17","116929","82","3"
"11","627674","8753","34"
"1","557346","5819","17"
"11","521973","2591","24"
"10","228515","6768","30"
"11","549698","2873","44"
"3","643167","814","-14"
"8","691056","5520","-5"
"23","294942","4410","-3"
"20","661426","1981","25"
"18","849556","9481","48"
"16","205542","3385","23"
"21","380280","5392","43"
"8","116581","2998","16"
"15","822777","1847","11"
"4","203027","2791","10"
"18","564965","474","13"
"9","501604","5525","16"
"13","830636","2217","-4"
"11","37232","4588","15"
"16","957166","2856","12"
"19","953776","7777","20"
"20","362315","2546","11"
"12","169422","6989","28"
"5","481505","2292","5"
"6","198379","3022","23"
"1","372752","2571","5"
"12","325007","3351","8"
"11","697311","238","7"
"8","858514","9431","20"
"11","795981","3272","27"
"9","75274","3954","15"
"1","193447","3461","-8"
"20","300268","5512","44"
"18","609270","6164","40"
"3","365223","1402","7"
"21","339355","8170","26"
"6","672300","1012","31"
"9","456276","1858","18"
"8","326304","7460","12"
"16","476813","5077","-6"
"2","69150","3276","28"
"11","460853","5661","7"
"8","940532","6427","14"
"13","724597","6754","23"
"4","648471","2844","4"
"8","892926","4647","-6"
"8","253978","3188","32"
"22","133904","6535","22"
"12","662293","3366","0"
"2","408116","5406","-3"
"23","61347","2933","2"
"12","568585","880","7"
"2","66677","4188","39"
"5","34492","8603","3"
"3","249268","8901","38"
"22","207451","1212","-4"
"13","885375","4447","27"
"23","698769","5824","39"
"11","69790","8456","18"
"22","127017","5291","-10"
"11","277918","6526","1"
"18","507429","4927","9"
"12","711990","7089","1"
"3","125230","3316","17"
"10","336446","4014","-6"
"23","698987","233","33"
"4","672764","8308","-12"
"22","799340","8934","36"
"2","438460","4439","1"
"15","219209","1413","-5"
"21","243259","377","49"
"14","222639","6939","32"
"9","918434","3439","21"
"18","108075","8466","35"
"15","890508","1894","27"
"5","696279","3430","-15"
"14","765228","1599","45"
"23","129427","2025","-1"
"13","651640","6050","33"
"17","755430","5189","20"
"13","520922","6923","32"
"18","470117","6560","-1"
"23","591849","9135","27"
"9","824511","1802","38"
"18","861796","8612","42"
"3","660006","1499","-5"
"15","131055","8062","-4"
"11","727607","6565","18"
"7","544538","2056","10"
"7","943347","7583","12"
"7","247832","7676","-2"
"20","762462","2893","-6"
"5","223745","5496","31"
"9","257395","7636","50"
"14","590623","5326","41"
"12","121594","6627","32"
"8","334375","8351","23"
"13","316321","2888","2"
"8","922308","2967","48"
"12","58575","7307","3"
"23","486875","6419","45"
"11","442293","1763","27"
"22","767617","1721","21"
"9","133964","1817","2"
"23","44598","5829","23"
"14","232395","2698","21"
"12","390596","1400","-15"
"5","359807","4528","-4"
"8","395511","8603","-10"
"9","248841","7561","44"
"3","822707","2632","-9"
"22","269671","7562","45"
"9","125462","4188","41"
"18","993576","5642","1"
"14","643795","9346","11"
"19","148741","4007","30"
"9","514866","5916","32"
"6","278739","6590","-1"
"16","45319","9874","44"
"16","282498","8195","34"
"22","195039","9237","0"
"2","650945","174","2"
"12","627220","9142","15"
"18","722360","7628","41"
"14","780282","2520","3"
"1","872872","7893","33"
"14","491152","2787","3"
"23","40562","229","-3"
"13","263801","2594","-5"
"14","593270","8001","5"
"15","486679","3312","-4"
"7","395027","6235","20"
"3","60356","954","37"
"2","768655","78","-12"
"21","863198","3410","-15"
"16","79838","8085","45"
"5","66106","1661","48"
"11","208907","7805","0"
"8","902698","1083","1"
"15","482756","6740","27"
"3","831640","863","30"
"6","341244","976","-1"
"23","34942","9652","-6"
"5","430176","681","-8"
"2","262964","979","16"
"16","687339","8717","24"
"13","449111","2932","-2"
"3","406928","7635","-14"
"17","67442","9113","46"
"5","399376","1117","34"
"16","113995","3071","49"
"17","610851","6312","33"
"5","399291","7983","8"
"3","789084","4208","-7"
"8","243056","8365","6"
"10","214615","9316","-13"
"16","923576","1744","10"
"17","560331","6701","8"
"7","547183","4096","-10"
"11","142059","2997","18"
"5","507555","1392","44"
"7","942090","7369","9"
"23","837728","2640","16"
"14","833604","6173","37"
"12","111948","5568","46"
"15","348288","5193","-6"
"21","480451","4555","42"
"3","758815","5567","21"
"10","703360","9157","37"
"11","38707","8170","27"
"11","976018","7865","35"
"1","917443","8652","43"
"22","88120","3300","28"
"8","613357","1456","-6"
"17","110744","6686","12"
"16","278280","2727","21"
"4","654715","8158","0"
"21","938700","9020","22"
"13","462687","2486","22"
"20","443224","9258","26"
"22","713783","2043","33"
"22","855333","350","45"
"6","831962","5773","45"
"16","251557","5744","48"
"12","12130","2937","28"
"19","819018","4212","26"
"6","84651","1816","-5"
"12","266244","638","5"
"10","71801","4948","47"
"4","287446","8022","-13"
"3","231412","7904","-9"
"15","977081","8189","46"
"16","97062","3778","13"
"6","212826","5641","-10"
"7","479102","6562","26"
"2","790494","4749","46"
"22","772421","289","-7"
"17","845976","9453","37"
"16","322299","1852","-10"
"4","438129","5456","10"
"20","334748","4443","1"
"13","551349","4924","-1"
"6","555496","3500","22"
"21","751153","3682","39"
"13","950057","5159","-5"
"22","526185","913","6"
"5","942852","7198","31"
"19","883097","1537","-7"
"1","260994","8069","-13"
"17","559970","9989","-8"
"18","421303","4926","23"
"14","135821","6781","-3"
"16","25018","8227","-10"
"14","334874","3731","24"
"3","525258","1241","49"
"17","805196","9411","-7"
"7","414207","6658","30"
"20","52520","3640","4"
"12","360425","6420","30"
"12","212673","1729","7"
"7","901955","585","32"
"13","773949","6925","47"
"23","170139","346","26"
"11","97664","7611","42"
"7","818279","5306","27"
"3","54642","7112","-2"
"7","398108","6536","26"
"23","980011","7052","-12"
"9","383560","1171","9"
"3","303940","8903","11"
"7","341052","2795","24"
"11","861031","1088","13"
"20","926515","2614","37"
"16","764972","4774","48"
"4","63275","6809","34"
"17","938063","1175","-12"
"15","485564","6205","5"
"13","906009","4118","50"
"11","231561","5417","-4"
"11","488161","8918","43"
"1","463339","1384","40"
"3","165127","993","43"
"7","716233","6765","20"
"22","241021","7846","-6"
"17","518668","1512","-5"
"19","968868","4690","36"
"15","733053","9218","-2"
"7","20897","9285","47"
"2","560994","4387","11"
"3","664349","5595","35"
"3","705391","2654","44"
"4","754292","7935","-7"
"9","829355","2596","-11"
"10","935384","4246","23"
"21","464690","2466","32"
"16","523080","8993","-10"
"10","248487","5339","48"
"11","565026","3417","49"
"9","537644","9895","37"
"10","736845","2406","-11"
"13","602549","207","-9"
"14","180466","4307","9"
"8","884091","6723","34"
"11","286500","1301","-11"
"17","986632","6365","-12"
"23","181567","4459","31"
"9","783944","2499","17"
"2","812010","9805","20"
"6","590356","6936","41"
"15","266089","3404","5"
"4","242016","3061","-13"
"20","928222","4632","8"
"7","354838","5185","41"
"3","790528","9225","35"
"18","604659","8876","15"
"2","583422","4777","17"
"15","302461","5878","7"
"17","215547","938","18"
"2","575276","7742","9"
"22","733154","2692","-3"
"4","660255","3501","22"
"19","650808","3541","18"
"4","882620","1313","36"
"1","620202","5800","14"
"20","390437","2522","8"
"7","574770","4424","-1"
"18","127355","1179","48"
"8","987079","5473","16"
"8","638390","1452","-10"
"8","595738","8959","38"
"7","582634","9464","41"
"13","616243","3167","-2"
"1","402766","5882","19"
"4","953189","685","4"
"15","656244","245","23"
"3","81898","2618","40"
"7","264928","6059","0"
"7","348783","6321","40"
"9","596150","3940","26"
"20","919557","8841","20"
"16","938445","4958","35"
"5","667634","1139","-14"
"19","163097","7114","24"
"8","103926","1587","4"
"1","501365","2723","49"
"8","902352","1937","41"
"16","169945","427","-5"
"11","383894","8838","42"
"16","293468","8112","-5"
"11","26725","7343","6"
"3","798642","8954","17"
"14","126632","867","-11"
"4","164426","9875","18"
"19","989687","6264","22"
"8","90449","7972","21"
"2","279452","7121","-8"
"6","957257","3494","25"
"13","153500","2563","42"
"12","310757","1044","4"
"17","732152","8379","8"
"14","471578","9978","0"
"10","241770","6885","15"
"23","435495","9228","-3"
"1","532150","5251","43"
"13","383985","9897","8"
"3","439778","9193","11"
"4","78489","8451","40"
"9","41693","5997","-2"
"2","21492","65","31"
"8","413411","4131","18"
"2","103414","7504","1"
"22","837072","2097","27"
"10","951627","4059","13"
"19","43198","7802","10"
"23","369835","8337","36"
"14","1264","7885","36"
"15","469260","5478","9"
"16","719802","3947","30"
"16","824757","9836","-14"
"4","104462","7668","14"
"11","592948","5000","36"
"17","913843","7738","-9"
"18","732713","9431","-14"
"20","739332","8569","6"
"14","634238","6904","5"
"22","923307","3568","38"
"18","197542","6599","-15"
"19","822106","5783","4"
"19","892279","2221","-8"
"18","330803","8538","6"
"19","543897","8029","19"
"17","652872","8847","-2"
"9","442816","4027","45"
"9","159872","8515","46"
"15","820859","2026","35"
"21","455336","7177","10"
"2","942630","7387","46"
"12","939729","1176","36"
"22","919701","7531","-5"
"7","531192","5759","28"
"6","386112","1909","-13"
"18","443066","1404","-7"
"17","978512","808","4"
"7","97170","610","-5"
"7","514623","9395","10"
"10","733742","2982","34"
"17","684886","5171","12"
"20","833324","5085","38"
"15","569251","6112","49"
"11","786695","9806","9"
"19","114933","5553","33"
"2","513515","2235","42"
"2","410492","2677","38"
"14","672680","8854","-11"
"9","655286","7516","38"
"23","42330","8292","7"
"15","991791","2947","30"
"3","255075","5098","47"
"14","439428","168","42"
"8","695028","1956","38"
"23","911530","799","-12"
"20","85119","8335","34"
"3","66435","3874","-2"
"9","494647","7368","-2"
"5","781463","3976","23"
"3","523407","559","33"
"7","666008","8562","45"
"4","428732","3084","6"
"11","633890","7633","0"
"21","215547","8254","13"
"15","260235","5086","44"
"12","798224","6242","20"
"8","165064","1070","21"
"17","818716","8910","34"
"21","508864","246","31"
"10","781674","6870","38"
"22","627234","6870","17"
"13","312326","3656","22"
"15","285415","2025","14"
"20","322656","8759","20"
"5","588650","7748","47"
"10","697428","5691","11"
"16","477868","6332","21"
"3","171920","3506","4"
"17","583692","3997","50"
"8","722187","4680","45"
"20","900809","2312","-8"
"11","379346","9028","-5"
"2","563729","9278","36"
"10","938647","8078","-9"
"17","557842","792","31"
"10","584200","147","16"
"2","366233","4959","50"
"22","525657","7742","17"
"23","670450","5925","-8"
"23","614962","3967","3"
"22","402500","8906","-8"
"18","189853","4229","-12"
"17","264568","9770","6"
"2","544567","3211","18"
"8","315183","7568","25"
"18","864696","5930","44"
"11","354867","9008","9"
"21","857703","7451","21"
"17","790158","843","22"
"20","609135","9320","19"
"23","450622","552","1"
"2","576168","7270","44"
"10","894108","4907","35"
"7","708354","903","11"
"6","247340","9525","11"
"15","772910","8536","22"
"10","987066","9053","3"
"16","213011","7963","31"
"20","186355","3721","-15"
"9","458403","1979","17"
"19","106873","4361","26"
"15","325533","130","37"
"20","392733","771","20"
"12","518852","774","40"
"15","756645","7103","-2"
"21","442135","6949","48"
"13","740544","8224","39"
"18","261918","4745","12"
"22","986314","6004","16"
"21","285393","745","33"
"13","84738","321","3"
"3","926040","1271","27"
"12","72202","2186","44"
"18","235422","6769","-15"
"17","486846","9580","-4"
"9","109204","2511","36"
"5","465007","4362","15"
"17","188229","4213","-1"
"15","900204","9705","13"
"4","6181","8241","42"
"18","581216","9784","-3"
"12","146973","905","-6"
"23","373448","3617","42"
"5","544618","5720","-1"
"5","484224","1602","32"
"13","137526","3742","46"
"9","678385","2667","6"
"3","787514","628","23"
"23","93660","9519","-9"
"12","793746","9284","10"
"10","136329","6664","-8"
"13","745008","8491","33"
"17","347754","5136","14"
"12","545951","9707","-3"
"15","319030","511","49"
"17","670214","3920","33"
"12","726134","3446","39"
"7","634728","1176","46"
"10","383846","4146","-4"
"16","770854","6660","22"
"22","616170","1402","48"
"19","88515","6477","10"
"6","629427","6192","-1"
"10","197749","8621","15"
"12","578623","2670","-13"
"13","79295","8129","-11"
"13","876463","9142","-13"
"7","503135","7622","27"
"17","403440","5194","43"
"20","595041","3361","13"
"5","155205","8621","-2"
"22","557994","470","16"
"2","434534","9079","-10"
"1","480778","8981","15"
"11","882201","8862","-13"
"2","5626","5166","1"
"7","17367","270","-14"
"8","269408","144","-11"
"22","170139","9584","-2"
"20","961620","6717","30"
"18","492669","9353","12"
"8","257959","2782","7"
"14","950679","416","40"
"19","415629","657","-6"
"16","297777","877","3"
"1","301757","9223","-3"
"6","41448","3487","33"
"13","526907","898","-11"
"23","682503","3395","38"
"21","319324","8477","-6"
"21","507137","7661","48"
"19","713308","5577","45"
"23","671469","7187","42"
"18","554976","6033","30"
"2","912543","9932","27"
"22","208983","7681","25"
"14","669568","3403","7"
"9","18225","9278","-1"
"4","510075","4970","22"
"3","303485","1020","8"
"12","665471","402","-6"
"19","718450","60","30"
"6","447162","6640","-2"
"12","236349","2529","38"
"8","330439","2414","17"
"8","173253","2857","14"
"10","391535","9578","21"
"8","916702","2531","-6"
"19","184473","9705","11"
"17","341139","978","1"
"1","537092","7379","14"
"8","550555","9416","7"
"1","500932","1214","42"
"18","868797","5243","-1"
"9","334661","4301","42"
"17","668919","767","12"
"6","496280","2107","3"
"14","593606","8148","11"
"10","254496","7058","20"
"10","471505","4847","31"
"14","278160","3402","-15"
"5","15459","4225","44"
"7","977481","831","7"
"18","545362","910","-12"
"2","976888","8478","-4"
"20","358824","422","4"
"15","89813","1927","6"
"14","325794","1520","44"
"2","53463","3438","17"
"17","148369","2973","-11"
"7","267887","117","7"
"1","999369","7899","21"
"16","210596","370","40"
"10","367584","9654","42"
"5","694062","1067","46"
"14","888723","1501","-9"
"2","42161","5440","16"
"17","788216","4016","17"
"16","954331","3420","27"
"20","313583","3376","-3"
"1","710170","5502","-9"
"16","815860","8243","45"
"18","75844","6878","9"
"8","571783","2125","0"
"14","159108","4260","17"
"17","645049","946","4"
"18","944043","1357","3"
"14","123989","253","-2"
"16","805856","4303","31"
"6","88155","6622","4"
"4","574353","3261","33"
"4","461342","2564","44"
"12","17222","2352","29"
"19","795658","9983","-4"
"2","797346","243","0"
"5","546052","5444","45"
"8","611723","8284","38"
"16","513886","681","23"
"10","129210","5833","35"
"1","931283","4706","31"
"10","826026","6285","23"
"6","793228","4024","2"
"6","590173","5420","7"
"15","720259","2188","33"
"6","544984","335","36"
"21","956978","8408","-2"
"6","293910","2845","48"
"9","884140","5516","-12"
"15","740248","9210","43"
"22","935608","5415","26"
"8","14889","3623","24"
"3","178754","2779","18"
"16","302138","5951","7"
"10","44012","6205","13"
"7","324577","7688","39"
"1","675586","7067","3"
"4","825286","2168","43"
"22","167900","1271","25"
"17","403671","5208","23"
"3","436682","4447","15"
"12","784732","6758","39"
"18","509269","6006","44"
"3","997900","3965","0"
"11","262557","7820","48"
"20","304788","8213","-5"
"7","752581","5294","-12"
"22","830981","6000","-7"
"1","851350","2344","34"
"23","592786","5572","25"
"2","657665","7261","35"
"8","371218","7166","27"
"21","931964","448","49"
"22","957325","3837","-8"
"16","62005","2735","42"
"8","424960","3589","13"
"16","671035","9825","31"
"4","16615","1640","41"
"17","906004","6991","29"
"6","320310","7652","12"
"21","883427","4831","-2"
"20","423173","6824","36"
"6","112487","6480","49"
"3","64282","7581","38"
"10","416167","3422","19"
"2","248239","3193","-2"
"9","442743","6706","42"
"1","992576","9506","-4"
"11","313797","3717","37"
"10","674121","8855","11"
"14","519933","7076","3"
"22","223905","9743","5"
"7","37651","1501","3"
"15","534348","9186","31"
"2","475319","7759","24"
"9","546905","6106","-15"
"12","532489","6099","14"
"5","422786","9692","20"
"16","780163","1767","11"
"16","904905","8615","49"
"15","106385","6766","23"
"3","677572","2826","-11"
"8","147374","4809","44"
"18","701292","4608","32"
"8","789191","8377","25"
"19","482337","1244","-9"
"3","942640","7529","46"
"22","334543","4400","37"
"6","11158","6683","10"
"20","621486","1630","17"
"18","363087","6908","16"
"19","609220","1166","33"
"10","581630","9781","-1"
"12","866252","7501","34"
"19","979622","7238","9"
"3","636847","404","28"
"11","581614","3446","-13"
"23","534712","3787","16"
"13","744965","7897","49"
"20","375681","3190","-13"
"13","851344","2519","14"
"8","90010","4092","36"
"14","355147","9170","-10"
"5","841922","3601","14"
"13","501815","3684","-15"
"5","959953","5781","19"
"21","623100","7525","5"
"3","947397","9922","3"
"7","626556","5342","0"
"15","390961","7279","44"
"21","787327","604","42"
"8","37445","6258","46"
"16","623561","5796","45"
"3","142634","9527","33"
"5","695228","4346","-4"
"8","130768","4861","16"
"3","16554","2530","16"
"16","556441","4738","20"
"20","443950","174","-9"
"14","934908","8390","5"
"8","423205","903","11"
"7","824907","8150","32"
"16","108501","2976","29"
"19","493828","762","22"
"22","79135","5978","18"
"18","945619","6512","-12"
"18","282325","961","-3"
"7","995984","6368","21"
"2","110491","7048","26"
"9","132282","7967","28"
"18","964528","808","22"
"5","865865","2142","38"
"1","166887","7696","0"
"21","331917","6569","24"
"21","406934","3255","38"
"6","827863","388","15"
"23","728235","4794","18"
"16","273039","5064","-13"
"13","760839","8841","36"
"9","353778","3368","37"
"2","810794","2133","49"
"22","991411","3839","37"
"20","662884","4842","23"
"4","461901","1209","12"
"18","930972","4390","-8"
"5","483952","5794","-5"
"18","521033","1328","16"
"14","802238","1932","50"
"1","107423","201","24"
"1","411206","5477","44"
"8","406356","6876","29"
"20","705867","6088","26"
"21","325524","2979","-14"
"6","940714","6557","15"
"23","718132","8004","2"
"15","771877","8682","2"
"1","961383","6383","-3"
"16","418452","1463","46"
"19","403131","8663","15"
"8","810671","312","9"
"15","75027","2019","10"
"11","839849","6431","14"
"15","987388","8357","-13"
"8","288157","2395","25"
"13","310714","6672","-15"
"12","666864","4912","26"
"17","719181","4840","-13"
"11","219914","331","6"
"23","190930","1009","9"
"3","110389","8971","29"
"1","14763","6899","28"
"23","715876","6149","-15"
"2","281916","8915","23"
"6","833214","3123","-3"
"7","953552","1199","29"
"13","267795","6317","8"
"12","948333","4930","-12"
"2","345258","9789","1"
"1","821336","6369","30"
"7","231326","9197","-6"
"3","47502","9236","25"
"8","47220","7617","-7"
"3","796063","3521","34"
"20","860275","3698","27"
"11","813622","257","16"
"15","243835","4339","18"
"4","216046","8579","13"
"9","617270","8271","35"
"16","235157","1892","16"
"17","417804","6965","-13"
"22","118048","1021","14"
"17","674129","8303","34"
"13","384090","568","-15"
"4","698212","3832","8"
"20","872645","1470","-15"
"5","9781","4241","14"
"7","77284","4928","50"
"13","557857","5636","12"
"5","314548","4326","30"
"11","184771","5255","-1"
"16","397528","9926","46"
"4","97899","5975","-5"
"7","219689","4117","13"
"7","900509","6","48"
"15","663877","1326","44"
"7","499700","1229","39"
"17","400483","6383","14"
"20","350226","321","5"
"2","89562","7432","-10"
"13","765862","3195","45"
"19","434915","4592","44"
"8","458731","3904","5"
"1","900081","2315","-13"
"1","480083","6933","-1"
"19","536711","7580","32"
"10","822935","9360","6"
"5","282179","9147","-7"
"1","509350","9965","3"
"9","72214","6966","19"
"21","724163","3334","-2"
"20","909419","9925","-11"
"8","92397","4011","46"
"16","992070","159","27"
"19","58943","3204","9"
"3","544658","1281","0"
"4","635527","770","8"
"13","406129","7463","37"
"16","479064","5276","5"
"15","706566","8853","29"
"21","165724","791","50"
"23","518696","4423","-13"
"5","775491","7985","32"
"19","957473","2357","27"
"5","937845","6677","5"
"18","125290","2435","-10"
"12","517532","9083","8"
"14","181958","7347","-11"
"14","507864","6015","29"
"13","142376","3928","13"
"20","950940","1568","5"
"14","190152","6556","22"
"23","370522","5113","16"
"23","35929","8042","-11"
"15","43019","1172","-8"
"2","706139","3898","-10"
"19","577818","1469","35"
"10","689288","2162","28"
"18","653656","2966","49"
"15","119407","2297","32"
"6","479879","9531","36"
"12","152580","1048","23"
"20","359434","6808","22"
"16","750091","32","27"
"20","255312","8172","9"
"13","952027","5545","-9"
"22","8652","7132","45"
"17","647477","729","45"
"6","332764","8946","36"
"13","108878","7376","27"
"23","31385","1878","20"
"8","967703","6984","32"
"19","117281","6733","34"
"18","375314","7282","41"
"11","158950","8579","16"
"13","283513","5575","2"
"11","846153","2345","37"
"17","832286","4934","-13"
"11","388569","7855","6"
"13","753669","1669","5"
"19","514565","5184","-15"
"17","894149","1727","2"
"16","362229","1157","44"
"6","533600","4763","23"
"5","791199","6813","-3"
"10","270735","3034","-4"
"15","688541","1944","-2"
"9","992297","4832","-9"
"7","356541","1873","20"
"6","296192","3140","0"
"19","491815","2078","15"
"6","179261","2385","14"
"20","600762","8719","43"
"19","246060","3041","10"
"5","41863","1965","0"
"4","396874","7194","36"
"20","998984","3701","-14"
"6","727939","7561","31"
"21","823571","3631","43"
"3","328897","8745","23"
"4","890729","6046","47"
"17","290395","7567","19"
"22","235737","213","-10"
"7","929492","6169","40"
"3","5836","4990","-2"
"11","476265","6062","-12"
"5","972016","7243","43"
"2","599363","4520","38"
"3","602087","8182","28"
"2","947910","4197","-5"
"18","696809","5782","30"
"1","978751","9670","-7"
"15","441397","5947","27"
"15","730151","3455","35"
"17","887728","5648","39"
"7","184141","9550","3"
"11","272284","9388","10"
"12","139284","2395","23"
"10","55390","8104","21"
"4","930199","2368","-8"
"17","736546","7019","32"
"20","721672","4688","-9"
"9","681068","7466","13"
"5","376407","2319","20"
"21","381092","6455","41"
"5","603182","7120","42"
"11","831093","8339","-6"
"6","887941","3958","-8"
"8","623702","7731","-10"
"22","716249","203","14"
"22","723969","3702","13"
"23","807695","3417","34"
"7","302414","9323","24"
"8","767193","2056","50"
"7","45056","5285","31"
"9","74199","607","45"
